Shot ID,Shots Since Up To Air,Shots Since Li GUN Coat,Shots Since Li POT Coat,Graph (20913)
6915,"67","5000","5000","1"
6916,"67","5000","5000","1"
6917,"67","5000","5000","1"
6918,"67","5000","5000","1"
6919,"67","5000","5000","1"
6920,"67","5000","5000","1"
6921,"67","5000","5000","1"
6922,"67","5000","5000","1"
6923,"67","5000","5000","1"
6924,"67","5000","5000","1"
6925,"67","5000","5000","1"
6926,"67","5000","5000","1"
6927,"67","5000","5000","1"
6928,"67","5000","5000","1"
6929,"67","5000","5000","1"
6930,"67","5000","5000","1"
6931,"67","5000","5000","1"
6932,"67","5000","5000","1"
6933,"67","5000","5000","1"
6934,"67","5000","5000","1"
6935,"67","5000","5000","1"
6936,"67","5000","5000","1"
6937,"67","5000","5000","1"
6938,"67","5000","5000","1"
6939,"67","5000","5000","1"
6940,"67","5000","5000","1"
6941,"67","5000","5000","1"
6942,"67","5000","5000","1"
6943,"67","5000","5000","1"
6944,"67","5000","5000","1"
6945,"67","5000","5000","1"
6946,"67","5000","5000","1"
6947,"67","5000","5000","1"
6948,"67","5000","5000","1"
6949,"67","5000","5000","1"
6950,"67","5000","5000","1"
6951,"67","5000","5000","1"
6952,"67","5000","5000","1"
6953,"67","5000","5000","1"
6954,"67","5000","5000","1"
6955,"67","5000","5000","1"
6956,"67","5000","5000","1"
6957,"67","5000","5000","1"
6958,"67","5000","5000","1"
6959,"67","5000","5000","1"
6960,"67","5000","5000","1"
6961,"67","5000","5000","1"
6962,"67","5000","5000","1"
6963,"67","5000","5000","1"
6964,"68","5000","5000","1"
6965,"69","5000","5000","1"
6966,"70","5000","5000","1"
6967,"71","5000","5000","1"
6968,"72","5000","5000","1"
6969,"73","5000","5000","1"
6970,"74","5000","5000","1"
6971,"75","5000","5000","1"
6972,"76","5000","5000","1"
6973,"76","5000","5000","1"
6974,"76","5000","5000","1"
6975,"76","5000","5000","1"
6976,"76","5000","5000","1"
6977,"76","5000","5000","1"
6978,"76","5000","5000","1"
6979,"76","5000","5000","1"
6980,"76","5000","5000","1"
6981,"76","5000","5000","1"
6982,"77","5000","5000","1"
6983,"77","5000","5000","1"
6984,"77","5000","5000","1"
6985,"78","5000","5000","1"
6986,"79","5000","5000","1"
6987,"80","5000","5000","1"
6988,"81","5000","5000","1"
6989,"82","5000","5000","1"
6990,"83","5000","5000","1"
6991,"84","5000","5000","1"
6992,"85","5000","5000","1"
6993,"86","5000","5000","1"
6994,"87","5000","5000","1"
6995,"87","5000","5000","1"
6996,"87","5000","5000","1"
6997,"87","5000","5000","1"
6998,"87","5000","5000","1"
6999,"87","5000","5000","1"
7000,"87","5000","5000","1"
7001,"87","5000","5000","1"
7002,"88","5000","5000","1"
7003,"89","5000","5000","1"
7004,"90","5000","5000","1"
7005,"91","5000","5000","1"
7006,"92","5000","5000","1"
7007,"93","5000","5000","1"
7008,"93","5000","5000","1"
7009,"93","5000","5000","1"
7010,"93","5000","5000","1"
7011,"93","5000","5000","1"
7012,"93","5000","5000","1"
7013,"94","5000","5000","1"
7014,"95","5000","5000","1"
7015,"96","5000","5000","1"
7016,"97","5000","5000","1"
7017,"98","5000","5000","1"
7018,"99","5000","5000","1"
7019,"99","5000","5000","1"
7020,"100","5000","5000","1"
7021,"101","5000","5000","1"
7022,"102","5000","5000","1"
7023,"103","5000","5000","1"
7024,"104","5000","5000","1"
7025,"105","5000","5000","1"
7026,"106","5000","5000","1"
7027,"107","5000","5000","1"
7028,"108","5000","5000","1"
7029,"109","5000","5000","1"
7030,"109","5000","5000","1"
7031,"109","5000","5000","1"
7032,"109","5000","5000","1"
7033,"110","5000","5000","1"
7034,"111","5000","5000","1"
7035,"112","5000","5000","1"
7036,"113","5000","5000","1"
7037,"114","5000","5000","1"
7038,"115","5000","5000","1"
7039,"116","5000","5000","1"
7040,"117","5000","5000","1"
7041,"118","5000","5000","1"
7042,"119","5000","5000","1"
7043,"120","5000","5000","1"
7044,"121","5000","5000","1"
7045,"122","5000","5000","1"
7046,"123","5000","5000","1"
7047,"124","5000","5000","1"
7048,"125","5000","5000","1"
7049,"126","5000","5000","1"
7050,"127","5000","5000","1"
7051,"128","5000","5000","1"
7052,"129","5000","5000","1"
7053,"130","5000","5000","1"
7054,"131","5000","5000","1"
7055,"132","5000","5000","1"
7056,"133","5000","5000","1"
7057,"133","5000","5000","1"
7058,"133","5000","5000","1"
7059,"133","5000","5000","1"
7060,"133","5000","5000","1"
7061,"133","5000","5000","1"
7062,"133","5000","5000","1"
7063,"133","5000","5000","1"
7064,"134","5000","5000","1"
7065,"135","5000","5000","1"
7066,"136","5000","5000","1"
7067,"137","5000","5000","1"
7068,"138","5000","5000","1"
7069,"139","5000","5000","1"
7071,"140","5000","5000","1"
7072,"140","5000","5000","1"
7073,"140","5000","5000","1"
7074,"141","5000","5000","1"
7075,"142","5000","5000","1"
7076,"143","5000","5000","1"
7077,"144","5000","5000","1"
7078,"145","5000","5000","1"
7079,"146","5000","5000","1"
7080,"146","5000","5000","1"
7081,"146","5000","5000","1"
7082,"146","5000","5000","1"
7083,"147","5000","5000","1"
7084,"148","5000","5000","1"
7085,"149","5000","5000","1"
7086,"150","5000","5000","1"
7087,"151","5000","5000","1"
7088,"152","5000","5000","1"
7089,"153","5000","5000","1"
7090,"154","5000","5000","1"
7091,"155","5000","5000","1"
7092,"156","5000","5000","1"
7093,"157","5000","5000","1"
7094,"158","5000","5000","1"
7095,"159","5000","5000","1"
7096,"160","5000","5000","1"
7097,"161","5000","5000","1"
7098,"162","5000","5000","1"
7099,"163","5000","5000","1"
7100,"164","5000","5000","1"
7101,"165","5000","5000","1"
7102,"166","5000","5000","1"
7103,"166","5000","5000","1"
7104,"166","5000","5000","1"
7105,"166","5000","5000","1"
7106,"166","5000","5000","1"
7107,"166","5000","5000","1"
7108,"167","5000","5000","1"
7109,"168","5000","5000","1"
7110,"169","5000","5000","1"
7111,"170","5000","5000","1"
7112,"171","5000","5000","1"
7113,"172","5000","5000","1"
7114,"173","5000","5000","1"
7115,"174","5000","5000","1"
7116,"175","5000","5000","1"
7117,"176","5000","5000","1"
7118,"177","5000","5000","1"
7119,"178","5000","5000","1"
7120,"179","5000","5000","1"
7121,"180","5000","5000","1"
7122,"181","5000","5000","1"
7123,"182","5000","5000","1"
7124,"183","5000","5000","1"
7125,"184","5000","5000","1"
7126,"184","5000","5000","1"
7127,"184","5000","5000","1"
7128,"184","5000","5000","1"
7129,"185","5000","5000","1"
7130,"186","5000","5000","1"
7131,"187","5000","5000","1"
7132,"188","5000","5000","1"
7133,"189","5000","5000","1"
7134,"190","5000","5000","1"
7135,"191","5000","5000","1"
7136,"192","5000","5000","1"
7137,"193","5000","5000","1"
7138,"194","5000","5000","1"
7139,"195","5000","5000","1"
7140,"195","5000","5000","1"
7141,"195","5000","5000","1"
7142,"195","5000","5000","1"
7143,"196","5000","5000","1"
7144,"197","5000","5000","1"
7145,"198","5000","5000","1"
7146,"199","5000","5000","1"
7147,"200","5000","5000","1"
7148,"201","5000","5000","1"
7149,"202","5000","5000","1"
7150,"203","5000","5000","1"
7151,"204","5000","5000","1"
7152,"205","5000","5000","1"
7153,"206","5000","5000","1"
7154,"207","5000","5000","1"
7155,"208","5000","5000","1"
7156,"209","5000","5000","1"
7157,"210","5000","5000","1"
7158,"211","5000","5000","1"
7159,"212","5000","5000","1"
7160,"213","5000","5000","1"
7161,"214","5000","5000","1"
7162,"215","5000","5000","1"
7163,"216","5000","5000","1"
7164,"216","5000","5000","1"
7165,"216","5000","5000","1"
7166,"216","5000","5000","1"
7167,"216","5000","5000","1"
7168,"216","5000","5000","1"
7169,"216","5000","5000","1"
7170,"216","5000","5000","1"
7171,"216","5000","5000","1"
7172,"216","5000","5000","1"
7173,"216","5000","5000","1"
7174,"216","5000","5000","1"
7175,"216","5000","5000","1"
7176,"216","5000","5000","1"
7177,"216","5000","5000","1"
7178,"216","5000","5000","1"
7179,"216","5000","5000","1"
7180,"216","5000","5000","1"
7181,"216","5000","5000","1"
7182,"216","5000","5000","1"
7189,"216","5000","5000","1"
7190,"216","5000","5000","1"
7191,"216","5000","5000","1"
7192,"216","5000","5000","1"
7193,"216","5000","5000","1"
7194,"216","5000","5000","1"
7195,"216","5000","5000","1"
7196,"216","5000","5000","1"
7197,"216","5000","5000","1"
7198,"216","5000","5000","1"
7199,"216","5000","5000","1"
7200,"217","5000","5000","1"
7201,"218","5000","5000","1"
7202,"219","5000","5000","1"
7203,"220","5000","5000","1"
7204,"220","5000","5000","1"
7205,"220","5000","5000","1"
7206,"220","5000","5000","1"
7207,"220","5000","5000","1"
7208,"220","5000","5000","1"
7209,"220","5000","5000","1"
7210,"220","5000","5000","1"
7211,"220","5000","5000","1"
7212,"220","5000","5000","1"
7213,"220","5000","5000","1"
7214,"221","5000","5000","1"
7215,"222","5000","5000","1"
7216,"223","5000","5000","1"
7217,"224","5000","5000","1"
7218,"224","5000","5000","1"
7219,"225","5000","5000","1"
7220,"226","5000","5000","1"
7221,"227","5000","5000","1"
7222,"228","5000","5000","1"
7223,"229","5000","5000","1"
7224,"230","5000","5000","1"
7225,"231","5000","5000","1"
7226,"231","5000","5000","1"
7227,"231","5000","5000","1"
7228,"231","5000","5000","1"
7229,"231","5000","5000","1"
7230,"231","5000","5000","1"
7231,"231","5000","5000","1"
7232,"232","5000","5000","1"
7233,"233","5000","5000","1"
7234,"234","5000","5000","1"
7235,"234","5000","5000","1"
7236,"235","5000","5000","1"
7237,"235","5000","5000","1"
7238,"235","5000","5000","1"
7239,"235","5000","5000","1"
7240,"236","5000","5000","1"
7241,"237","5000","5000","1"
7242,"238","5000","5000","1"
7243,"239","5000","5000","1"
7244,"240","5000","5000","1"
7245,"241","5000","5000","1"
7246,"242","5000","5000","1"
7247,"243","5000","5000","1"
7248,"243","5000","5000","1"
7249,"243","5000","5000","1"
7250,"243","5000","5000","1"
7251,"243","5000","5000","1"
7252,"243","5000","5000","1"
7253,"243","5000","5000","1"
7254,"243","5000","5000","1"
7255,"243","5000","5000","1"
7256,"243","5000","5000","1"
7257,"243","5000","5000","1"
7258,"243","5000","5000","1"
7259,"244","5000","5000","1"
7260,"245","5000","5000","1"
7261,"246","5000","5000","1"
7262,"246","5000","5000","1"
7263,"246","5000","5000","1"
7264,"246","5000","5000","1"
7265,"246","5000","5000","1"
7266,"246","5000","5000","1"
7267,"246","5000","5000","1"
7268,"246","5000","5000","1"
7269,"247","5000","5000","1"
7270,"248","5000","5000","1"
7271,"248","5000","5000","1"
7272,"249","5000","5000","1"
7273,"250","5000","5000","1"
7274,"251","5000","5000","1"
7275,"252","5000","5000","1"
7276,"252","5000","5000","1"
7277,"252","5000","5000","1"
7278,"253","5000","5000","1"
7279,"254","5000","5000","1"
7280,"254","5000","5000","1"
7281,"255","5000","5000","1"
7282,"255","5000","5000","1"
7283,"255","5000","5000","1"
7284,"255","5000","5000","1"
7285,"255","5000","5000","1"
7286,"255","5000","5000","1"
7287,"255","5000","5000","1"
7288,"255","5000","5000","1"
7289,"255","5000","5000","1"
7290,"255","5000","5000","1"
7291,"255","5000","5000","1"
7292,"255","5000","5000","1"
7293,"255","5000","5000","1"
7294,"255","5000","5000","1"
7295,"255","5000","5000","1"
7296,"256","5000","5000","1"
7297,"257","5000","5000","1"
7298,"257","5000","5000","1"
7299,"257","5000","5000","1"
7300,"258","5000","5000","1"
7301,"259","5000","5000","1"
7302,"260","5000","5000","1"
7303,"260","5000","5000","1"
7304,"260","5000","5000","1"
7305,"261","5000","5000","1"
7306,"262","5000","5000","1"
7307,"263","5000","5000","1"
7308,"264","5000","5000","1"
7309,"265","5000","5000","1"
7310,"266","5000","5000","1"
7311,"267","5000","5000","1"
7312,"268","5000","5000","1"
7313,"269","5000","5000","1"
7314,"270","5000","5000","1"
7315,"270","5000","5000","1"
7316,"270","5000","5000","1"
7317,"271","5000","5000","1"
7318,"272","5000","5000","1"
7319,"273","5000","5000","1"
7320,"273","5000","5000","1"
7321,"273","5000","5000","1"
7322,"273","5000","5000","1"
7323,"273","5000","5000","1"
7324,"273","5000","5000","1"
7325,"273","5000","5000","1"
7326,"273","5000","5000","1"
7327,"274","5000","5000","1"
7328,"275","5000","5000","1"
7329,"276","5000","5000","1"
7330,"277","5000","5000","1"
7331,"278","5000","5000","1"
7332,"279","5000","5000","1"
7333,"280","5000","5000","1"
7334,"281","5000","5000","1"
7335,"282","5000","5000","1"
7336,"283","5000","5000","1"
7337,"284","5000","5000","1"
7338,"285","5000","5000","1"
7339,"286","5000","5000","1"
7340,"286","5000","5000","1"
7341,"287","5000","5000","1"
7342,"288","5000","5000","1"
7343,"289","5000","5000","1"
7344,"290","5000","5000","1"
7345,"291","5000","5000","1"
7346,"292","5000","5000","1"
7347,"293","5000","5000","1"
7348,"293","5000","5000","1"
7349,"293","5000","5000","1"
7350,"293","5000","5000","1"
7351,"294","5000","5000","1"
7352,"295","5000","5000","1"
7353,"296","5000","5000","1"
7354,"297","5000","5000","1"
7355,"298","5000","5000","1"
7356,"299","5000","5000","1"
7357,"300","5000","5000","1"
7358,"301","5000","5000","1"
7359,"302","5000","5000","1"
7360,"303","5000","5000","1"
7361,"304","5000","5000","1"
7362,"305","5000","5000","1"
7363,"306","5000","5000","1"
7364,"307","5000","5000","1"
7365,"308","5000","5000","1"
7366,"309","5000","5000","1"
7367,"310","5000","5000","1"
7368,"311","5000","5000","1"
7369,"312","5000","5000","1"
7370,"313","5000","5000","1"
7371,"314","5000","5000","1"
7372,"315","5000","5000","1"
7373,"316","5000","5000","1"
7374,"317","5000","5000","1"
7375,"318","5000","5000","1"
7376,"319","5000","5000","1"
7377,"319","5000","5000","1"
7378,"319","5000","5000","1"
7379,"319","5000","5000","1"
7380,"320","5000","5000","1"
7381,"321","5000","5000","1"
7382,"322","5000","5000","1"
7383,"323","5000","5000","1"
7384,"324","5000","5000","1"
7385,"325","5000","5000","1"
7386,"326","5000","5000","1"
7387,"327","5000","5000","1"
7388,"328","5000","5000","1"
7389,"329","5000","5000","1"
7390,"330","5000","5000","1"
7391,"331","5000","5000","1"
7392,"332","5000","5000","1"
7393,"333","5000","5000","1"
7394,"334","5000","5000","1"
7395,"335","5000","5000","1"
7396,"336","5000","5000","1"
7397,"337","5000","5000","1"
7398,"338","5000","5000","1"
7399,"339","5000","5000","1"
7400,"340","5000","5000","1"
7401,"341","5000","5000","1"
7402,"342","5000","5000","1"
7403,"343","5000","5000","1"
7404,"344","5000","5000","1"
7405,"345","5000","5000","1"
7406,"346","5000","5000","1"
7407,"347","5000","5000","1"
7408,"348","5000","5000","1"
7409,"349","5000","5000","1"
7410,"349","5000","5000","1"
7411,"349","5000","5000","1"
7412,"349","5000","5000","1"
7413,"350","5000","5000","1"
7414,"351","5000","5000","1"
7415,"352","5000","5000","1"
7416,"353","5000","5000","1"
7417,"354","5000","5000","1"
7418,"355","5000","5000","1"
7419,"356","5000","5000","1"
7420,"357","5000","5000","1"
7421,"358","5000","5000","1"
7422,"359","5000","5000","1"
7423,"360","5000","5000","1"
7424,"361","5000","5000","1"
7425,"362","5000","5000","1"
7426,"363","5000","5000","1"
7427,"364","5000","5000","1"
7428,"365","5000","5000","1"
7429,"366","5000","5000","1"
7430,"367","5000","5000","1"
7431,"368","5000","5000","1"
7432,"369","5000","5000","1"
7433,"370","5000","5000","1"
7434,"371","5000","5000","1"
7435,"372","5000","5000","1"
7436,"372","5000","5000","1"
7437,"372","5000","5000","1"
7438,"372","5000","5000","1"
7439,"373","5000","5000","1"
7440,"374","5000","5000","1"
7441,"375","5000","5000","1"
7442,"376","5000","5000","1"
7443,"377","5000","5000","1"
7444,"378","5000","5000","1"
7445,"379","5000","5000","1"
7446,"380","5000","5000","1"
7447,"381","5000","5000","1"
7448,"382","5000","5000","1"
7449,"383","5000","5000","1"
7450,"384","5000","5000","1"
7451,"385","5000","5000","1"
7452,"386","5000","5000","1"
7453,"387","5000","5000","1"
7454,"388","5000","5000","1"
7455,"389","5000","5000","1"
7456,"390","5000","5000","1"
7457,"391","5000","5000","1"
7458,"392","5000","5000","1"
7459,"392","5000","5000","1"
7460,"392","5000","5000","1"
7461,"392","5000","5000","1"
7462,"392","5000","5000","1"
7463,"393","5000","5000","1"
7464,"394","5000","5000","1"
7465,"395","5000","5000","1"
7466,"396","5000","5000","1"
7467,"397","5000","5000","1"
7468,"398","5000","5000","1"
7469,"399","5000","5000","1"
7470,"400","5000","5000","1"
7471,"401","5000","5000","1"
7472,"402","5000","5000","1"
7473,"403","5000","5000","1"
7474,"404","5000","5000","1"
7475,"405","5000","5000","1"
7476,"406","5000","5000","1"
7477,"407","5000","5000","1"
7478,"408","5000","5000","1"
7479,"409","5000","5000","1"
7480,"410","5000","5000","1"
7481,"411","5000","5000","1"
7482,"412","5000","5000","1"
7483,"413","5000","5000","1"
7484,"414","5000","5000","1"
7485,"415","5000","5000","1"
7486,"416","5000","5000","1"
7487,"417","5000","5000","1"
7488,"418","5000","5000","1"
7489,"419","5000","5000","1"
7490,"420","5000","5000","1"
7491,"421","5000","5000","1"
7492,"421","5000","5000","1"
7493,"421","5000","5000","1"
7494,"421","5000","5000","1"
7495,"421","5000","5000","1"
7496,"422","5000","5000","1"
7497,"423","5000","5000","1"
7498,"424","5000","5000","1"
7499,"425","5000","5000","1"
7500,"426","5000","5000","1"
7501,"427","5000","5000","1"
7502,"428","5000","5000","1"
7503,"429","5000","5000","1"
7504,"429","5000","5000","1"
7505,"429","5000","5000","1"
7506,"430","5000","5000","1"
7507,"431","5000","5000","1"
7508,"432","5000","5000","1"
7509,"433","5000","5000","1"
7510,"433","5000","5000","1"
7511,"433","5000","5000","1"
7512,"433","5000","5000","1"
7513,"434","5000","5000","1"
7514,"435","5000","5000","1"
7515,"436","5000","5000","1"
7516,"437","5000","5000","1"
7517,"438","5000","5000","1"
7518,"439","5000","5000","1"
7519,"440","5000","5000","1"
7520,"441","5000","5000","1"
7521,"442","5000","5000","1"
7522,"442","5000","5000","1"
7523,"443","5000","5000","1"
7524,"444","5000","5000","1"
7525,"445","5000","5000","1"
7526,"446","5000","5000","1"
7527,"447","5000","5000","1"
7528,"448","5000","5000","1"
7529,"449","5000","5000","1"
7530,"449","5000","5000","1"
7531,"449","5000","5000","1"
7532,"449","5000","5000","1"
7533,"449","5000","5000","1"
7534,"449","5000","5000","1"
7535,"450","5000","5000","1"
7536,"451","5000","5000","1"
7537,"452","5000","5000","1"
7538,"453","5000","5000","1"
7539,"454","5000","5000","1"
7540,"455","5000","5000","1"
7541,"456","5000","5000","1"
7542,"457","5000","5000","1"
7543,"458","5000","5000","1"
7544,"459","5000","5000","1"
7545,"460","5000","5000","1"
7546,"460","5000","5000","1"
7547,"461","5000","5000","1"
7548,"462","5000","5000","1"
7549,"462","5000","5000","1"
7550,"462","5000","5000","1"
7551,"462","5000","5000","1"
7552,"462","5000","5000","1"
7553,"463","5000","5000","1"
7554,"464","5000","5000","1"
7555,"464","5000","5000","1"
7556,"464","5000","5000","1"
7557,"465","5000","5000","1"
7558,"466","5000","5000","1"
7559,"467","5000","5000","1"
7560,"468","5000","5000","1"
7561,"469","5000","5000","1"
7562,"470","5000","5000","1"
7563,"471","5000","5000","1"
7564,"472","5000","5000","1"
7565,"473","5000","5000","1"
7566,"474","5000","5000","1"
7567,"475","5000","5000","1"
7568,"476","5000","5000","1"
7569,"477","5000","5000","1"
7570,"478","5000","5000","1"
7571,"478","5000","5000","1"
7572,"479","5000","5000","1"
7573,"479","5000","5000","1"
7574,"479","5000","5000","1"
7575,"480","5000","5000","1"
7576,"481","5000","5000","1"
7577,"481","5000","5000","1"
7578,"482","5000","5000","1"
7579,"483","5000","5000","1"
7580,"484","5000","5000","1"
7581,"485","5000","5000","1"
7582,"486","5000","5000","1"
7583,"487","5000","5000","1"
7584,"488","5000","5000","1"
7585,"489","5000","5000","1"
7586,"490","5000","5000","1"
7587,"490","5000","5000","1"
7588,"490","5000","5000","1"
7589,"490","5000","5000","1"
7590,"490","5000","5000","1"
7591,"490","5000","5000","1"
7592,"490","5000","5000","1"
7593,"490","5000","5000","1"
7594,"490","5000","5000","1"
7595,"490","5000","5000","1"
7596,"491","5000","5000","1"
7597,"492","5000","5000","1"
7598,"493","5000","5000","1"
7599,"494","5000","5000","1"
7600,"495","5000","5000","1"
7601,"496","5000","5000","1"
7602,"497","5000","5000","1"
7603,"498","5000","5000","1"
7604,"499","5000","5000","1"
7605,"500","5000","5000","1"
7606,"501","5000","5000","1"
7607,"502","5000","5000","1"
7608,"503","5000","5000","1"
7609,"504","5000","5000","1"
7610,"505","5000","5000","1"
7611,"506","5000","5000","1"
7612,"507","5000","5000","1"
7613,"508","5000","5000","1"
7614,"509","5000","5000","1"
7615,"510","5000","5000","1"
7616,"511","5000","5000","1"
7617,"511","5000","5000","1"
7618,"511","5000","5000","1"
7619,"511","5000","5000","1"
7620,"512","5000","5000","1"
7621,"513","5000","5000","1"
7622,"514","5000","5000","1"
7623,"515","5000","5000","1"
7624,"516","5000","5000","1"
7625,"517","5000","5000","1"
7626,"518","5000","5000","1"
7627,"519","5000","5000","1"
7628,"520","5000","5000","1"
7629,"521","5000","5000","1"
7630,"522","5000","5000","1"
7631,"523","5000","5000","1"
7632,"524","5000","5000","1"
7633,"525","5000","5000","1"
7634,"526","5000","5000","1"
7635,"527","5000","5000","1"
7636,"528","5000","5000","1"
7637,"529","5000","5000","1"
7638,"530","5000","5000","1"
7639,"531","5000","5000","1"
7640,"532","5000","5000","1"
7641,"533","5000","5000","1"
7642,"534","5000","5000","1"
7643,"534","5000","5000","1"
7644,"534","5000","5000","1"
7645,"535","5000","5000","1"
7646,"536","5000","5000","1"
7647,"536","5000","5000","1"
7648,"536","5000","5000","1"
7649,"536","5000","5000","1"
7650,"536","5000","5000","1"
7651,"536","5000","5000","1"
7652,"537","5000","5000","1"
7653,"538","5000","5000","1"
7654,"539","5000","5000","1"
7655,"540","5000","5000","1"
7656,"540","5000","5000","1"
7657,"540","5000","5000","1"
7658,"540","5000","5000","1"
7659,"541","5000","5000","1"
7660,"542","5000","5000","1"
7661,"543","5000","5000","1"
7662,"544","5000","5000","1"
7663,"545","5000","5000","1"
7664,"546","5000","5000","1"
7665,"547","5000","5000","1"
7666,"548","5000","5000","1"
7667,"549","5000","5000","1"
7668,"550","5000","5000","1"
7669,"551","5000","5000","1"
7670,"552","5000","5000","1"
7671,"553","5000","5000","1"
7672,"554","5000","5000","1"
7673,"555","5000","5000","1"
7674,"556","5000","5000","1"
7675,"557","5000","5000","1"
7676,"558","5000","5000","1"
7677,"558","5000","5000","1"
7678,"559","5000","5000","1"
7679,"560","5000","5000","1"
7680,"561","5000","5000","1"
7681,"562","5000","5000","1"
7682,"563","5000","5000","1"
7683,"563","5000","5000","1"
7684,"563","5000","5000","1"
7685,"563","5000","5000","1"
7686,"563","5000","5000","1"
7687,"564","5000","5000","1"
7688,"565","5000","5000","1"
7689,"566","5000","5000","1"
7690,"567","5000","5000","1"
7691,"568","5000","5000","1"
7692,"569","5000","5000","1"
7693,"570","5000","5000","1"
7694,"571","5000","5000","1"
7695,"572","5000","5000","1"
7697,"573","5000","0","1"
7698,"573","5000","0","1"
7699,"573","5000","0","1"
7700,"573","5000","0","1"
7701,"573","5000","0","1"
7702,"573","5000","0","1"
7703,"573","5000","0","1"
7704,"573","5000","0","1"
7705,"573","5000","0","1"
7706,"573","5000","0","1"
7707,"574","5000","1","1"
7708,"574","5000","1","1"
7709,"574","5000","1","1"
7710,"574","5000","1","1"
7711,"575","5000","2","1"
7712,"575","5000","2","1"
7713,"575","5000","2","1"
7714,"575","5000","2","1"
7715,"575","5000","2","1"
7716,"576","5000","3","1"
7717,"576","5000","3","1"
7718,"576","5000","3","1"
7719,"576","5000","3","1"
7720,"577","5000","4","1"
7721,"578","5000","5","1"
7722,"579","5000","6","1"
7723,"580","5000","7","1"
7724,"580","5000","7","1"
7725,"581","5000","8","1"
7726,"582","5000","9","1"
7727,"582","5000","9","1"
7728,"582","5000","9","1"
7729,"582","5000","9","1"
7730,"583","5000","10","1"
7731,"584","5000","11","1"
7732,"585","5000","12","1"
7733,"586","5000","13","1"
7734,"587","5000","14","1"
7735,"588","5000","15","1"
7736,"589","5000","16","1"
7737,"590","5000","17","1"
7738,"591","5000","18","1"
7739,"592","5000","19","1"
7740,"593","5000","20","1"
7741,"594","5000","21","1"
7742,"595","5000","22","1"
7743,"595","5000","22","1"
7744,"595","5000","22","1"
7745,"595","5000","22","1"
7746,"595","5000","22","1"
7747,"595","5000","22","1"
7748,"596","5000","23","1"
7749,"596","5000","23","1"
7750,"596","5000","23","1"
7751,"597","5000","24","1"
7752,"598","5000","25","1"
7753,"599","5000","26","1"
7754,"600","5000","27","1"
7755,"601","5000","28","1"
7756,"602","5000","29","1"
7757,"603","5000","30","1"
7758,"604","5000","31","1"
7759,"605","5000","32","1"
7760,"606","5000","33","1"
7761,"607","5000","34","1"
7762,"607","5000","34","1"
7763,"607","5000","34","1"
7764,"607","5000","34","1"
7765,"607","5000","34","1"
7766,"607","5000","34","1"
7767,"607","5000","34","1"
7768,"607","5000","34","1"
7769,"607","5000","34","1"
7770,"607","5000","34","1"
7771,"607","5000","34","1"
7772,"607","5000","34","1"
7773,"607","5000","34","1"
7774,"607","5000","34","1"
7775,"607","5000","34","1"
7776,"607","5000","34","1"
7777,"608","5000","35","1"
7778,"609","5000","36","1"
7779,"610","5000","37","1"
7780,"611","5000","38","1"
7781,"612","5000","39","1"
7782,"612","5000","39","1"
7783,"613","5000","40","1"
7784,"614","5000","41","1"
7785,"615","5000","42","1"
7786,"616","5000","43","1"
7787,"617","5000","44","1"
7788,"618","5000","45","1"
7789,"619","5000","46","1"
7790,"620","5000","47","1"
7791,"621","5000","48","1"
7793,"622","5000","49","1"
7794,"622","5000","49","1"
7795,"622","5000","49","1"
7796,"622","5000","49","1"
7797,"622","5000","49","1"
7798,"622","5000","49","1"
7799,"622","5000","49","1"
7800,"622","5000","49","1"
7801,"622","5000","49","1"
7802,"622","5000","49","1"
7803,"622","5000","49","1"
7804,"622","5000","49","1"
7805,"622","5000","49","1"
7806,"622","5000","49","1"
7807,"622","5000","49","1"
7808,"622","5000","49","1"
7809,"622","5000","49","1"
7810,"622","5000","49","1"
7811,"622","5000","49","1"
7812,"622","5000","49","1"
7813,"622","5000","49","1"
7814,"622","5000","49","1"
7815,"622","5000","49","1"
7816,"622","5000","49","1"
7817,"622","5000","49","1"
7818,"622","5000","49","1"
7819,"622","5000","49","1"
7820,"622","5000","49","1"
7821,"622","5000","49","1"
7822,"622","5000","49","1"
7823,"622","5000","49","1"
7824,"622","5000","49","1"
7825,"622","5000","49","1"
7826,"622","5000","49","1"
7827,"622","5000","49","1"
7828,"622","5000","49","1"
7829,"623","5000","50","1"
7830,"624","5000","51","1"
7831,"625","5000","52","1"
7832,"625","5000","52","1"
7833,"625","5000","52","1"
7834,"626","5000","53","1"
7835,"627","5000","54","1"
7836,"628","5000","55","1"
7837,"629","5000","56","1"
7838,"630","5000","57","1"
7839,"631","5000","58","1"
7840,"632","5000","59","1"
7841,"633","5000","60","1"
7842,"633","5000","60","1"
7843,"633","5000","60","1"
7847,"633","5000","60","1"
7848,"633","5000","60","1"
7852,"633","5000","60","1"
7853,"633","5000","60","1"
7854,"633","5000","60","1"
7855,"633","5000","60","1"
7856,"633","5000","60","1"
7857,"633","5000","60","1"
7858,"634","5000","61","1"
7859,"635","5000","62","1"
7860,"636","5000","63","1"
7861,"637","5000","64","1"
7862,"638","5000","65","1"
7863,"639","5000","66","1"
7864,"639","5000","66","1"
7865,"639","5000","66","1"
7866,"639","5000","66","1"
7867,"639","5000","66","1"
7868,"639","5000","66","1"
7869,"639","5000","66","1"
7870,"639","5000","66","1"
