Shot ID,Shots Since Up To Air,Shots Since Li GUN Coat,Shots Since Li POT Coat,Graph (20913)
10157,"1980","5000","41","1"
10158,"1981","5000","42","1"
10159,"1981","5000","42","1"
10160,"1981","5000","42","1"
10161,"1981","5000","42","1"
10162,"1982","5000","43","1"
10163,"1983","5000","44","1"
10164,"1983","5000","44","1"
10165,"1983","5000","44","1"
10166,"1983","5000","44","1"
10167,"1983","5000","44","1"
10168,"1983","5000","44","1"
10169,"1984","5000","45","1"
10170,"1985","5000","46","1"
10171,"1986","5000","47","1"
10172,"1987","5000","48","1"
10173,"1988","5000","49","1"
10174,"1988","5000","49","1"
10175,"1988","5000","49","1"
10176,"1988","5000","49","1"
10177,"1988","5000","49","1"
10178,"1989","5000","50","1"
10179,"1990","5000","51","1"
10180,"1991","5000","52","1"
10181,"1992","5000","53","1"
10182,"1993","5000","54","1"
10183,"1994","5000","55","1"
10184,"1995","5000","56","1"
10185,"1995","5000","56","1"
10186,"1996","5000","57","1"
10187,"1997","5000","58","1"
10188,"1998","5000","59","1"
10189,"1999","5000","60","1"
10190,"2000","5000","61","1"
10191,"2001","5000","62","1"
10192,"2001","5000","62","1"
10193,"2001","5000","62","1"
10194,"2002","5000","63","1"
10195,"2003","5000","64","1"
10196,"2004","5000","65","1"
10197,"2004","5000","65","1"
10198,"2004","5000","65","1"
10199,"2004","5000","65","1"
10200,"2004","5000","65","1"
10201,"2004","5000","65","1"
10202,"2004","5000","65","1"
10203,"2004","5000","65","1"
10204,"2004","5000","65","1"
10205,"2004","5000","65","1"
10206,"2004","5000","65","1"
10207,"2004","5000","65","1"
10208,"2004","5000","65","1"
10209,"2005","5000","66","1"
10210,"2006","5000","67","1"
10211,"2007","5000","0","1"
10212,"2007","5000","0","1"
10213,"2007","5000","0","1"
10214,"2008","5000","1","1"
10215,"2009","5000","2","1"
10216,"2009","5000","2","1"
10217,"2009","5000","2","1"
10218,"2009","5000","2","1"
10219,"2009","5000","2","1"
10220,"2009","5000","2","1"
10221,"2010","5000","3","1"
10222,"2011","5000","4","1"
10223,"2011","5000","4","1"
10224,"2011","5000","4","1"
10225,"2011","5000","4","1"
10226,"2011","5000","4","1"
10227,"2011","5000","4","1"
10228,"2011","5000","4","1"
10229,"2011","5000","4","1"
10230,"2011","5000","4","1"
10231,"2011","5000","4","1"
10232,"2011","5000","4","1"
10233,"2011","5000","4","1"
10234,"2011","5000","4","1"
10235,"2011","5000","4","1"
10236,"2011","5000","4","1"
10237,"2011","5000","4","1"
10238,"2011","5000","4","1"
10239,"2011","5000","4","1"
10240,"2011","5000","4","1"
10241,"2011","5000","4","1"
10242,"2011","5000","4","1"
10243,"2011","5000","4","1"
10244,"2011","5000","4","1"
10245,"2011","5000","4","1"
10246,"2011","5000","4","1"
10247,"2011","5000","4","1"
10248,"2012","5000","5","1"
10249,"2012","5000","5","1"
10250,"2012","5000","5","1"
10251,"2012","5000","5","1"
10252,"2012","5000","5","1"
10253,"2012","5000","5","1"
10254,"2012","5000","5","1"
10255,"2012","5000","5","1"
10256,"2013","5000","6","1"
10257,"2013","5000","6","1"
10258,"2013","5000","6","1"
10259,"2014","5000","7","1"
10260,"2015","5000","8","1"
10261,"2015","5000","8","1"
10262,"2015","5000","8","1"
10263,"2015","5000","8","1"
10264,"2015","5000","8","1"
10265,"2015","5000","8","1"
10266,"2015","5000","8","1"
10267,"2015","5000","8","1"
10268,"2015","5000","8","1"
10269,"2015","5000","8","1"
10270,"2015","5000","8","1"
10271,"2015","5000","8","1"
10272,"2015","5000","8","1"
10273,"2015","5000","8","1"
10274,"2016","5000","9","1"
10275,"2016","5000","9","1"
10276,"2017","5000","10","1"
10277,"2018","5000","11","1"
10278,"2019","5000","12","1"
10279,"2020","5000","13","1"
10280,"2021","5000","14","1"
10281,"2022","5000","15","1"
10282,"2023","5000","16","1"
10283,"2023","5000","16","1"
10284,"2023","5000","16","1"
10285,"2024","5000","17","1"
10286,"2025","5000","18","1"
10287,"2026","5000","19","1"
10288,"2027","5000","20","1"
10289,"2028","5000","21","1"
10290,"2029","5000","22","1"
10291,"2029","5000","22","1"
10292,"2029","5000","22","1"
10293,"2029","5000","22","1"
10295,"2029","5000","22","1"
10296,"2029","5000","22","1"
10297,"2030","5000","23","1"
10298,"2031","5000","24","1"
10299,"2032","5000","25","1"
10300,"2033","5000","26","1"
10301,"2034","5000","27","1"
10302,"2035","5000","28","1"
10303,"2036","5000","29","1"
10304,"2037","5000","30","1"
10305,"2038","5000","31","1"
10307,"2038","5000","31","1"
10308,"2038","5000","31","1"
10309,"2039","5000","32","1"
10310,"2040","5000","33","1"
10311,"2041","5000","34","1"
10312,"2042","5000","35","1"
10313,"2042","5000","35","1"
10314,"2043","5000","36","1"
10315,"2044","5000","37","1"
10316,"2044","5000","37","1"
10317,"2044","5000","37","1"
10318,"2044","5000","37","1"
10319,"2044","5000","37","1"
10320,"2044","5000","37","1"
10321,"2044","5000","37","1"
10322,"2044","5000","37","1"
10323,"2044","5000","37","1"
10324,"2044","5000","37","1"
10325,"2045","5000","38","1"
10326,"2046","5000","39","1"
10327,"2047","5000","40","1"
10328,"2048","5000","41","1"
10329,"2049","5000","42","1"
10330,"2049","5000","42","1"
10331,"2050","5000","43","1"
10332,"2051","5000","44","1"
10333,"2052","5000","45","1"
10334,"2053","5000","46","1"
10335,"2054","5000","47","1"
10336,"2055","5000","48","1"
10337,"2056","5000","49","1"
10338,"2057","5000","50","1"
10339,"2058","5000","51","1"
10340,"2059","5000","52","1"
10341,"2059","5000","52","1"
10342,"2059","5000","52","1"
10343,"2060","5000","53","1"
10344,"2061","5000","54","1"
10345,"2062","5000","55","1"
10346,"2063","5000","56","1"
10347,"2064","5000","57","1"
10348,"2065","5000","58","1"
10349,"2066","5000","59","1"
10350,"2067","5000","60","1"
10351,"2068","5000","61","1"
10352,"2069","5000","62","1"
10353,"2070","5000","63","1"
10354,"2071","5000","64","1"
10355,"2072","5000","65","1"
10356,"2073","5000","66","1"
10357,"2074","5000","67","1"
10358,"2075","5000","68","1"
10359,"2075","5000","68","1"
10360,"2075","5000","68","1"
10361,"2076","5000","69","1"
10362,"2077","5000","70","1"
10363,"2078","5000","71","1"
10364,"2079","5000","72","1"
10365,"2080","5000","73","1"
10366,"2081","5000","74","1"
10367,"2082","5000","75","1"
10368,"2083","5000","76","1"
10369,"2084","5000","77","1"
10370,"2085","5000","78","1"
10371,"2086","5000","79","1"
10372,"2087","5000","80","1"
10373,"2088","5000","81","1"
10374,"2089","5000","82","1"
10375,"2089","5000","82","1"
10376,"2089","5000","82","1"
10377,"2089","5000","82","1"
10378,"2090","5000","83","1"
10379,"2091","5000","84","1"
10380,"2092","5000","85","1"
10381,"2093","5000","86","1"
10382,"2094","5000","87","1"
10383,"2095","5000","88","1"
10384,"2096","5000","89","1"
10385,"2097","5000","90","1"
10386,"2098","5000","91","1"
10387,"2098","5000","91","1"
10388,"2098","5000","91","1"
10389,"2098","5000","91","1"
10390,"2098","5000","91","1"
10391,"2098","5000","91","1"
10392,"2098","5000","91","1"
10393,"2098","5000","91","1"
10394,"2098","5000","91","1"
10395,"2098","5000","91","1"
10396,"2098","5000","91","1"
10397,"2098","5000","91","1"
10398,"2098","5000","91","1"
10399,"2098","5000","91","1"
10400,"2098","5000","91","1"
10401,"2098","5000","91","1"
10402,"2099","5000","92","1"
10403,"2100","5000","93","1"
10404,"2101","5000","94","1"
10405,"2101","5000","94","1"
10406,"2101","5000","94","1"
10407,"2101","5000","94","1"
10408,"2101","5000","94","1"
10409,"2101","5000","94","1"
10410,"2102","5000","95","1"
10411,"2102","5000","95","1"
10412,"2103","5000","96","1"
10413,"2104","5000","97","1"
10414,"2105","5000","98","1"
10415,"2106","5000","99","1"
10416,"2107","5000","100","1"
10417,"2108","5000","101","1"
10418,"2108","5000","101","1"
10419,"2108","5000","101","1"
10420,"2108","5000","101","1"
10421,"2108","5000","101","1"
10422,"2108","5000","101","1"
10423,"2108","5000","101","1"
10424,"2108","5000","101","1"
10425,"2108","5000","101","1"
10426,"2108","5000","101","1"
10427,"2108","5000","101","1"
10428,"2108","5000","101","1"
10429,"2108","5000","101","1"
10430,"2108","5000","101","1"
10431,"2108","5000","101","1"
10432,"2108","5000","101","1"
10433,"2108","5000","101","1"
10434,"2108","5000","101","1"
10435,"2108","5000","101","1"
10436,"2108","5000","101","1"
10437,"2108","5000","101","1"
10438,"2108","5000","101","1"
10439,"2108","5000","101","1"
10440,"2108","5000","101","1"
10441,"2108","5000","101","1"
10442,"2108","5000","101","1"
10443,"2108","5000","101","1"
10444,"2108","5000","101","1"
10445,"2108","5000","101","1"
10446,"2108","5000","101","1"
10447,"2108","5000","101","1"
10448,"2108","5000","101","1"
10449,"2108","5000","101","1"
10450,"2108","5000","101","1"
10451,"2108","5000","101","1"
10452,"2108","5000","101","1"
10453,"2108","5000","101","1"
10454,"2108","5000","101","1"
10455,"2108","5000","101","1"
10456,"2108","5000","101","1"
10457,"2108","5000","101","1"
10458,"2108","5000","101","1"
10459,"2108","5000","101","1"
10460,"2108","5000","101","1"
10461,"2108","5000","101","1"
10462,"2108","5000","101","1"
10463,"2108","5000","101","1"
10464,"2108","5000","101","1"
10465,"2108","5000","101","1"
10466,"2108","5000","101","1"
10467,"2108","5000","101","1"
10468,"2108","5000","101","1"
10469,"2108","5000","101","1"
10470,"2108","5000","101","1"
10471,"2108","5000","101","1"
10472,"2108","5000","101","1"
10473,"2108","5000","101","1"
10474,"2108","5000","101","1"
10475,"2108","5000","101","1"
10476,"2108","5000","101","1"
10477,"2108","5000","101","1"
10478,"2108","5000","101","1"
10479,"2108","5000","101","1"
10480,"2108","5000","101","1"
10481,"2108","5000","101","1"
10482,"2108","5000","101","1"
10483,"2108","5000","101","1"
10484,"2108","5000","101","1"
10485,"2108","5000","101","1"
10486,"2108","5000","101","1"
10487,"2108","5000","101","1"
10488,"2108","5000","101","1"
10489,"2108","5000","101","1"
10490,"2108","5000","101","1"
10491,"2108","5000","101","1"
10492,"2108","5000","101","1"
10493,"2108","5000","101","1"
10494,"2108","5000","101","1"
10495,"2108","5000","101","1"
10496,"2108","5000","101","1"
10497,"2108","5000","101","1"
10498,"2108","5000","101","1"
10499,"2108","5000","101","1"
10500,"2108","5000","101","1"
10501,"2108","5000","101","1"
10502,"2108","5000","101","1"
10503,"2108","5000","101","1"
10504,"2108","5000","101","1"
10505,"2108","5000","101","1"
10506,"2108","5000","101","1"
10507,"2108","5000","101","1"
10508,"2108","5000","101","1"
10509,"2108","5000","101","1"
10510,"2108","5000","101","1"
10511,"2108","5000","101","1"
10512,"2108","5000","101","1"
10513,"2108","5000","101","1"
10514,"2108","5000","101","1"
10515,"2108","5000","101","1"
10516,"2108","5000","101","1"
10517,"2108","5000","101","1"
10518,"2108","5000","101","1"
10519,"2108","5000","101","1"
10520,"2108","5000","101","1"
10521,"2108","5000","101","1"
10522,"2108","5000","101","1"
10523,"2108","5000","101","1"
10524,"2108","5000","101","1"
10525,"2108","5000","101","1"
10526,"2108","5000","101","1"
10527,"2108","5000","101","1"
10528,"2108","5000","101","1"
10529,"2108","5000","101","1"
10530,"2108","5000","101","1"
10531,"2108","5000","101","1"
10532,"2108","5000","101","1"
10533,"2108","5000","101","1"
10534,"2108","5000","101","1"
10535,"2108","5000","101","1"
10536,"2108","5000","101","1"
10537,"2108","5000","101","1"
10538,"2108","5000","101","1"
10539,"2108","5000","101","1"
10540,"2108","5000","101","1"
10541,"2108","5000","101","1"
10542,"2108","5000","101","1"
10543,"2108","5000","101","1"
10544,"2108","5000","101","1"
10545,"2108","5000","101","1"
10546,"2108","5000","101","1"
10547,"2108","5000","101","1"
10548,"2108","5000","101","1"
10549,"2108","5000","101","1"
10550,"2108","5000","101","1"
10551,"2108","5000","101","1"
10552,"2108","5000","101","1"
10553,"2108","5000","101","1"
10554,"2108","5000","101","1"
10555,"2108","5000","101","1"
10556,"2108","5000","101","1"
10557,"2108","5000","101","1"
10558,"2108","5000","101","1"
10559,"2108","5000","101","1"
10560,"2108","5000","101","1"
10561,"2108","5000","101","1"
10562,"2108","5000","101","1"
10563,"2108","5000","101","1"
10564,"2108","5000","101","1"
10565,"2108","5000","101","1"
10566,"2108","5000","101","1"
10567,"2108","5000","101","1"
10568,"2108","5000","101","1"
10569,"2108","5000","101","1"
10570,"2108","5000","101","1"
10571,"2108","5000","101","1"
10572,"2108","5000","101","1"
10573,"2108","5000","101","1"
10574,"2108","5000","101","1"
10575,"2108","5000","101","1"
10576,"2108","5000","101","1"
10577,"2108","5000","101","1"
10578,"2108","5000","101","1"
10579,"2108","5000","101","1"
10580,"2108","5000","101","1"
10581,"2108","5000","101","1"
10582,"2108","5000","101","1"
10583,"2108","5000","101","1"
10584,"2108","5000","101","1"
10585,"2108","5000","101","1"
10586,"2108","5000","101","1"
10587,"2108","5000","101","1"
10588,"2108","5000","101","1"
10589,"2108","5000","101","1"
10590,"2108","5000","101","1"
10591,"2108","5000","101","1"
10592,"2108","5000","101","1"
10593,"2108","5000","101","1"
10594,"2108","5000","101","1"
10595,"2108","5000","101","1"
10596,"2108","5000","101","1"
10597,"2108","5000","101","1"
10598,"2108","5000","101","1"
10599,"2108","5000","101","1"
10600,"2108","5000","101","1"
10601,"2108","5000","101","1"
10602,"2108","5000","101","1"
10603,"2108","5000","101","1"
10604,"2108","5000","101","1"
10605,"2108","5000","101","1"
10606,"2108","5000","101","1"
10607,"2108","5000","101","1"
10608,"2108","5000","101","1"
10609,"2108","5000","101","1"
10610,"2108","5000","101","1"
10611,"2108","5000","101","1"
10612,"2108","5000","101","1"
10613,"2108","5000","101","1"
10614,"2108","5000","101","1"
10615,"2108","5000","101","1"
10616,"2108","5000","101","1"
10617,"2108","5000","101","1"
10618,"2108","5000","101","1"
10619,"2108","5000","101","1"
10620,"2108","5000","101","1"
10621,"2108","5000","101","1"
10622,"2108","5000","101","1"
10623,"2108","5000","101","1"
10624,"2108","5000","101","1"
10625,"2108","5000","101","1"
10626,"2108","5000","101","1"
10627,"2108","5000","101","1"
10628,"2108","5000","101","1"
10629,"2108","5000","101","1"
10630,"2108","5000","101","1"
10631,"2108","5000","101","1"
10632,"2108","5000","101","1"
10633,"2108","5000","101","1"
10634,"2108","5000","101","1"
10635,"2108","5000","101","1"
10636,"2108","5000","101","1"
10637,"2108","5000","101","1"
10638,"2108","5000","0","1"
10639,"2108","5000","0","1"
10640,"2108","5000","0","1"
10641,"2108","5000","0","1"
10642,"2109","5000","1","1"
10643,"2110","5000","2","1"
10644,"2111","5000","3","1"
10645,"2112","5000","4","1"
10646,"2113","5000","5","1"
10647,"2114","5000","6","1"
10648,"2115","5000","7","1"
10649,"2116","5000","8","1"
10650,"2117","5000","9","1"
10651,"2117","5000","9","1"
10652,"2117","5000","9","1"
10653,"2117","5000","9","1"
10654,"2117","5000","9","1"
10655,"2117","5000","9","1"
10656,"2117","5000","9","1"
10657,"2117","5000","9","1"
10658,"2117","5000","9","1"
10659,"2117","5000","9","1"
10660,"2117","5000","9","1"
10661,"2118","5000","10","1"
10662,"2119","5000","11","1"
10663,"2120","5000","12","1"
10664,"2121","5000","13","1"
10665,"2122","5000","14","1"
10666,"2123","5000","15","1"
10667,"2124","5000","16","1"
10668,"2125","5000","17","1"
10669,"2126","5000","18","1"
10670,"2127","5000","19","1"
10671,"2128","5000","20","1"
10672,"2129","5000","21","1"
10673,"2130","5000","22","1"
10674,"2131","5000","23","1"
10675,"2132","5000","24","1"
10676,"2133","5000","25","1"
10677,"2134","5000","26","1"
10678,"2135","5000","27","1"
10679,"2135","5000","27","1"
10680,"2135","5000","27","1"
10681,"2136","5000","28","1"
10682,"2137","5000","29","1"
10683,"2138","5000","30","1"
10684,"2139","5000","31","1"
10685,"2140","5000","32","1"
10686,"2141","5000","33","1"
10687,"2142","5000","34","1"
10688,"2143","5000","35","1"
10689,"2144","5000","36","1"
10690,"2145","5000","37","1"
10691,"2146","5000","38","1"
10692,"2147","5000","39","1"
10693,"2148","5000","40","1"
10694,"2149","5000","41","1"
10695,"2149","5000","41","1"
10696,"2149","5000","41","1"
10697,"2149","5000","41","1"
10698,"2149","5000","41","1"
10699,"2149","5000","41","1"
10700,"2149","5000","41","1"
10701,"2149","5000","41","1"
10702,"2149","5000","41","1"
10703,"2149","5000","41","1"
10704,"2149","5000","41","1"
10705,"2149","5000","41","1"
10706,"2149","5000","41","1"
10707,"2149","5000","41","1"
10708,"2149","5000","41","1"
10709,"2149","5000","41","1"
10710,"2149","5000","41","1"
10711,"2149","5000","41","1"
10712,"2149","5000","41","1"
10713,"2149","5000","41","1"
10714,"2149","5000","41","1"
10715,"2149","5000","41","1"
10716,"2149","5000","41","1"
10717,"2149","5000","41","1"
10718,"2149","5000","41","1"
10719,"2149","5000","41","1"
10720,"2149","5000","41","1"
10721,"2149","5000","41","1"
10722,"2149","5000","41","1"
10723,"2149","5000","41","1"
10724,"2149","5000","41","1"
10725,"2149","5000","41","1"
10726,"2149","5000","41","1"
10727,"2149","5000","41","1"
10728,"2149","5000","41","1"
10729,"2149","5000","41","1"
10730,"2149","5000","41","1"
10731,"2149","5000","41","1"
10732,"2149","5000","41","1"
10733,"2150","5000","42","1"
10734,"2150","5000","42","1"
10735,"2151","5000","43","1"
10736,"2152","5000","44","1"
10737,"2153","5000","45","1"
10738,"2154","5000","46","1"
10739,"2155","5000","47","1"
10740,"2155","5000","47","1"
10741,"2155","5000","47","1"
10742,"2155","5000","47","1"
10743,"2155","5000","47","1"
10744,"2155","5000","47","1"
10745,"2155","5000","47","1"
10746,"2155","5000","47","1"
10747,"2155","5000","47","1"
10748,"2155","5000","47","1"
10749,"2155","5000","47","1"
10750,"2155","5000","47","1"
10751,"2155","5000","47","1"
10752,"2155","5000","47","1"
10753,"2155","5000","47","1"
10754,"2155","5000","47","1"
10755,"2155","5000","47","1"
10756,"2155","5000","47","1"
10757,"2155","5000","47","1"
10758,"2156","5000","48","1"
10759,"2157","5000","49","1"
10760,"2158","5000","50","1"
10761,"2159","5000","51","1"
10762,"2160","5000","52","1"
10763,"2161","5000","53","1"
10764,"2162","5000","54","1"
10765,"2163","5000","55","1"
10766,"2164","5000","56","1"
10767,"2165","5000","57","1"
10768,"2166","5000","58","1"
10769,"2167","5000","59","1"
10770,"2168","5000","60","1"
10771,"2169","5000","61","1"
10772,"2170","5000","62","1"
10773,"2171","5000","63","1"
10774,"2172","5000","64","1"
10775,"2173","5000","65","1"
10776,"2174","5000","66","1"
10777,"2175","5000","67","1"
10778,"2176","5000","68","1"
10779,"2177","5000","69","1"
10780,"2178","5000","70","1"
10781,"2179","5000","71","1"
10782,"2179","5000","71","1"
10783,"2179","5000","71","1"
10784,"2179","5000","71","1"
10785,"2179","5000","71","1"
10786,"2179","5000","71","1"
10787,"2179","5000","71","1"
10788,"2179","5000","71","1"
10789,"2179","5000","71","1"
10790,"2179","5000","71","1"
10791,"2179","5000","71","1"
10792,"2179","5000","71","1"
10793,"2179","5000","71","1"
10794,"2179","5000","71","1"
10795,"2179","5000","71","1"
10796,"2179","5000","71","1"
10797,"2179","5000","71","1"
10798,"2179","5000","71","1"
10799,"2179","5000","71","1"
10800,"2179","5000","71","1"
10801,"2179","5000","71","1"
10802,"2179","5000","71","1"
10803,"2179","5000","71","1"
10804,"2179","5000","71","1"
10805,"2179","5000","71","1"
10806,"2179","5000","71","1"
10807,"2179","5000","71","1"
10808,"2179","5000","71","1"
10809,"2179","5000","71","1"
10810,"2179","5000","71","1"
10811,"2179","5000","71","1"
10812,"2179","5000","71","1"
10813,"2179","5000","71","1"
10814,"2179","5000","71","1"
10815,"2179","5000","71","1"
10816,"2179","5000","71","1"
10817,"2179","5000","71","1"
10818,"2179","5000","71","1"
10819,"2179","5000","71","1"
10820,"2179","5000","71","1"
10821,"2179","5000","71","1"
10822,"2179","5000","71","1"
10823,"2179","5000","71","1"
10824,"2179","5000","71","1"
10825,"2179","5000","71","1"
10826,"2179","5000","71","1"
10827,"2179","5000","71","1"
10828,"2179","5000","71","1"
10829,"2179","5000","71","1"
10830,"2179","5000","71","1"
10831,"2179","5000","71","1"
10832,"2179","5000","71","1"
10833,"2179","5000","71","1"
10834,"2179","5000","71","1"
10835,"2179","5000","71","1"
10836,"2179","5000","71","1"
10837,"2179","5000","71","1"
10838,"2179","5000","71","1"
10839,"2179","5000","71","1"
10840,"2179","5000","71","1"
10841,"2179","5000","71","1"
10842,"2179","5000","71","1"
10843,"2179","5000","71","1"
10844,"2179","5000","71","1"
10845,"2179","5000","71","1"
10846,"2179","5000","71","1"
10847,"2180","5000","72","1"
10848,"2181","5000","73","1"
10849,"2182","5000","74","1"
10850,"2183","5000","75","1"
10851,"2184","5000","76","1"
10852,"2185","5000","77","1"
10853,"2186","5000","78","1"
10854,"2187","5000","79","1"
10855,"2188","5000","80","1"
10856,"2189","5000","81","1"
10857,"2190","5000","82","1"
10858,"2191","5000","83","1"
10859,"2192","5000","84","1"
10860,"2193","5000","85","1"
10861,"2194","5000","86","1"
10862,"2195","5000","87","1"
10863,"2196","5000","88","1"
10864,"2197","5000","89","1"
10865,"2197","5000","89","1"
10866,"2197","5000","89","1"
10867,"2198","5000","90","1"
10868,"2199","5000","91","1"
10869,"2200","5000","92","1"
10870,"2201","5000","93","1"
10871,"2202","5000","94","1"
10872,"2203","5000","95","1"
10873,"2204","5000","96","1"
10874,"2205","5000","97","1"
10875,"2206","5000","98","1"
10876,"2207","5000","99","1"
10877,"2208","5000","100","1"
10878,"2209","5000","101","1"
10879,"2210","5000","102","1"
10880,"2211","5000","103","1"
10881,"2212","5000","104","1"
10882,"2213","5000","105","1"
10883,"2214","5000","106","1"
10884,"2214","5000","106","1"
10885,"2214","5000","106","1"
10886,"2214","5000","106","1"
10887,"2214","5000","106","1"
10888,"2214","5000","106","1"
10889,"2214","5000","106","1"
10890,"2214","5000","106","1"
10891,"2214","5000","106","1"
10892,"2214","5000","106","1"
10893,"2214","5000","106","1"
10894,"2214","5000","106","1"
10895,"2214","5000","106","1"
10896,"2214","5000","106","1"
10897,"2214","5000","106","1"
10898,"2214","5000","106","1"
10899,"2214","5000","106","1"
10900,"2214","5000","106","1"
10901,"2214","5000","106","1"
10902,"2214","5000","106","1"
10903,"2214","5000","106","1"
10904,"2214","5000","106","1"
10905,"2214","5000","106","1"
10906,"2214","5000","106","1"
10907,"2214","5000","106","1"
10908,"2214","5000","106","1"
10909,"2214","5000","106","1"
10910,"2214","5000","106","1"
10911,"2214","5000","106","1"
10912,"2214","5000","106","1"
10913,"2214","5000","106","1"
10914,"2214","5000","106","1"
10915,"2214","5000","106","1"
10916,"2214","5000","106","1"
10917,"2214","5000","106","1"
10918,"2214","5000","106","1"
10919,"2214","5000","106","1"
10920,"2214","5000","106","1"
10921,"2214","5000","106","1"
10922,"2214","5000","106","1"
10923,"2215","5000","107","1"
10924,"2216","5000","108","1"
10925,"2217","5000","109","1"
10926,"2218","5000","110","1"
10927,"2219","5000","111","1"
10928,"2220","5000","112","1"
10929,"2221","5000","113","1"
10930,"2222","5000","114","1"
10931,"2223","5000","115","1"
10932,"2224","5000","116","1"
10933,"2225","5000","117","1"
10934,"2226","5000","118","1"
10935,"2226","5000","118","1"
10936,"2226","5000","118","1"
10937,"2227","5000","119","1"
10938,"2228","5000","120","1"
10939,"2229","5000","121","1"
10940,"2230","5000","122","1"
10941,"2231","5000","123","1"
10942,"2232","5000","124","1"
10943,"2233","5000","125","1"
10944,"2234","5000","126","1"
10945,"2235","5000","127","1"
10946,"2236","5000","128","1"
10947,"2237","5000","129","1"
10948,"2238","5000","130","1"
10949,"2239","5000","131","1"
10950,"2240","5000","132","1"
10951,"2241","5000","133","1"
10952,"2242","5000","134","1"
10953,"2243","5000","135","1"
10954,"2244","5000","136","1"
10955,"2245","5000","137","1"
10956,"2246","5000","138","1"
10957,"2247","5000","139","1"
10958,"2247","5000","139","1"
10959,"2247","5000","139","1"
10960,"2248","5000","140","1"
10961,"2249","5000","141","1"
10962,"2250","5000","142","1"
10963,"2251","5000","143","1"
10964,"2252","5000","144","1"
10965,"2253","5000","145","1"
10966,"2254","5000","146","1"
10967,"2255","5000","147","1"
10968,"2256","5000","148","1"
10969,"2256","5000","148","1"
10970,"2256","5000","148","1"
10971,"2256","5000","148","1"
10972,"2256","5000","148","1"
10973,"2256","5000","148","1"
10974,"2257","5000","149","1"
10975,"2258","5000","150","1"
10976,"2259","5000","151","1"
10977,"2260","5000","152","1"
10978,"2261","5000","153","1"
10979,"2262","5000","154","1"
10980,"2263","5000","155","1"
10981,"2264","5000","156","1"
10982,"2264","5000","156","1"
10983,"2264","5000","156","1"
10984,"2264","5000","156","1"
10985,"2264","5000","156","1"
10986,"2264","5000","0","1"
10987,"2264","5000","0","1"
10988,"2264","5000","0","1"
10989,"2265","5000","1","1"
10990,"2266","5000","2","1"
10991,"2267","5000","3","1"
10992,"2268","5000","4","1"
10993,"2268","5000","4","1"
10994,"2268","5000","4","1"
10995,"2268","5000","4","1"
10996,"2268","5000","4","1"
10997,"2269","5000","5","1"
10998,"2270","5000","6","1"
10999,"2271","5000","7","1"
11000,"2272","5000","8","1"
11001,"2273","5000","9","1"
11002,"2273","5000","9","1"
11003,"2273","5000","9","1"
11004,"2274","5000","10","1"
11005,"2275","5000","11","1"
11006,"2276","5000","12","1"
11007,"2277","5000","13","1"
11008,"2278","5000","14","1"
11009,"2279","5000","15","1"
11010,"2280","5000","16","1"
11011,"2281","5000","17","1"
11012,"2282","5000","18","1"
11013,"2283","5000","19","1"
11014,"2284","5000","20","1"
11015,"2285","5000","21","1"
11016,"2286","5000","22","1"
11017,"2287","5000","23","1"
11018,"2288","5000","24","1"
11019,"2289","5000","25","1"
11020,"2290","5000","26","1"
11021,"2291","5000","27","1"
11022,"2292","5000","28","1"
11023,"2293","5000","29","1"
11024,"2294","5000","30","1"
11025,"2294","5000","30","1"
11026,"2294","5000","30","1"
11027,"2295","5000","31","1"
11028,"2296","5000","32","1"
11029,"2297","5000","33","1"
11030,"2298","5000","34","1"
11031,"2299","5000","35","1"
11032,"2300","5000","36","1"
11033,"2301","5000","37","1"
11034,"2302","5000","38","1"
11035,"2303","5000","39","1"
11036,"2304","5000","40","1"
11037,"2305","5000","41","1"
11038,"2306","5000","42","1"
11039,"2307","5000","43","1"
11040,"2308","5000","44","1"
11041,"2309","5000","45","1"
11042,"2310","5000","46","1"
11043,"2311","5000","47","1"
11044,"2312","5000","48","1"
11045,"2313","5000","49","1"
11046,"2314","5000","50","1"
11047,"2315","5000","51","1"
11048,"2316","5000","52","1"
11049,"2317","5000","53","1"
11050,"2318","5000","54","1"
11051,"2319","5000","55","1"
11052,"2320","5000","56","1"
11053,"2321","5000","57","1"
11054,"2322","5000","58","1"
11055,"2323","5000","59","1"
11056,"2324","5000","60","1"
11057,"2325","5000","0","1"
11058,"2325","5000","0","1"
11059,"2325","5000","0","1"
11060,"2325","5000","0","1"
11061,"2325","5000","0","1"
11062,"2326","5000","1","1"
11063,"2327","5000","2","1"
11064,"2328","5000","3","1"
11065,"2329","5000","4","1"
11066,"2330","5000","5","1"
11067,"2331","5000","6","1"
11068,"2332","5000","7","1"
11069,"2333","5000","8","1"
11070,"2334","5000","9","1"
11071,"2335","5000","10","1"
11072,"2336","5000","11","1"
11073,"2337","5000","12","1"
11074,"2338","5000","13","1"
11075,"2339","5000","14","1"
11076,"2340","5000","15","1"
11077,"2341","5000","16","1"
11078,"2342","5000","17","1"
11079,"2343","5000","18","1"
11080,"2344","5000","19","1"
11081,"2345","5000","20","1"
11082,"2346","5000","21","1"
11083,"2346","5000","21","1"
11084,"2346","5000","21","1"
11085,"2346","5000","21","1"
11086,"2346","5000","21","1"
11087,"2346","5000","21","1"
