System,Experiment,Shot ID,Sustainment Setpoint (kV),Graph (20913)
Pi 3,"pi3b (Pi3 spherical build)","17660","","1"
Pi 3,"pi3b (Pi3 spherical build)","17661","","1"
Pi 3,"pi3b (Pi3 spherical build)","17662","","1"
Pi 3,"pi3b (Pi3 spherical build)","17663","","1"
Pi 3,"pi3b (Pi3 spherical build)","17664","","1"
Pi 3,"pi3b (Pi3 spherical build)","17665","","1"
Pi 3,"pi3b (Pi3 spherical build)","17666","","1"
Pi 3,"pi3b (Pi3 spherical build)","17667","","1"
Pi 3,"pi3b (Pi3 spherical build)","17668","","1"
Pi 3,"pi3b (Pi3 spherical build)","17669","","1"
Pi 3,"pi3b (Pi3 spherical build)","17670","","1"
Pi 3,"pi3b (Pi3 spherical build)","17671","","1"
Pi 3,"pi3b (Pi3 spherical build)","17672","","1"
Pi 3,"pi3b (Pi3 spherical build)","17673","","1"
Pi 3,"pi3b (Pi3 spherical build)","17674","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17675","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17676","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17677","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17678","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17679","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17680","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17681","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17682","","1"
Pi 3,"pi3b (Pi3 spherical build)","17683","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17684","","1"
Pi 3,"pi3b (Pi3 spherical build)","17685","","1"
Pi 3,"pi3b (Pi3 spherical build)","17686","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17687","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17688","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17689","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17690","","1"
Pi 3,"pi3b (Pi3 spherical build)","17691","","1"
Pi 3,"pi3b (Pi3 spherical build)","17692","","1"
Pi 3,"pi3b (Pi3 spherical build)","17693","","1"
Pi 3,"pi3b (Pi3 spherical build)","17694","","1"
Pi 3,"pi3b (Pi3 spherical build)","17695","","1"
Pi 3,"pi3b (Pi3 spherical build)","17696","","1"
Pi 3,"pi3b (Pi3 spherical build)","17697","","1"
Pi 3,"pi3b (Pi3 spherical build)","17698","","1"
Pi 3,"pi3b (Pi3 spherical build)","17699","","1"
Pi 3,"pi3b (Pi3 spherical build)","17700","","1"
Pi 3,"pi3b (Pi3 spherical build)","17701","","1"
Pi 3,"pi3b (Pi3 spherical build)","17702","","1"
Pi 3,"pi3b (Pi3 spherical build)","17703","","1"
Pi 3,"pi3b (Pi3 spherical build)","17704","","1"
Pi 3,"pi3b (Pi3 spherical build)","17705","","1"
Pi 3,"pi3b (Pi3 spherical build)","17706","","1"
Pi 3,"pi3b (Pi3 spherical build)","17707","","1"
Pi 3,"pi3b (Pi3 spherical build)","17708","","1"
Pi 3,"pi3b (Pi3 spherical build)","17709","","1"
Pi 3,"pi3b (Pi3 spherical build)","17710","","1"
Pi 3,"pi3b (Pi3 spherical build)","17711","","1"
Pi 3,"pi3b (Pi3 spherical build)","17712","","1"
Pi 3,"pi3b (Pi3 spherical build)","17713","","1"
Pi 3,"pi3b (Pi3 spherical build)","17714","","1"
Pi 3,"pi3b (Pi3 spherical build)","17715","","1"
Pi 3,"pi3b (Pi3 spherical build)","17716","","1"
Pi 3,"pi3b (Pi3 spherical build)","17717","","1"
Pi 3,"pi3b (Pi3 spherical build)","17718","","1"
Pi 3,"pi3b (Pi3 spherical build)","17719","","1"
Pi 3,"pi3b (Pi3 spherical build)","17720","","1"
Pi 3,"pi3b (Pi3 spherical build)","17721","","1"
Pi 3,"pi3b (Pi3 spherical build)","17722","","1"
Pi 3,"pi3b (Pi3 spherical build)","17723","","1"
Pi 3,"pi3b (Pi3 spherical build)","17724","8.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17725","","1"
Pi 3,"pi3b (Pi3 spherical build)","17726","","1"
Pi 3,"pi3b (Pi3 spherical build)","17727","","1"
Pi 3,"pi3b (Pi3 spherical build)","17728","","1"
Pi 3,"pi3b (Pi3 spherical build)","17729","","1"
Pi 3,"pi3b (Pi3 spherical build)","17730","","1"
Pi 3,"pi3b (Pi3 spherical build)","17731","","1"
Pi 3,"pi3b (Pi3 spherical build)","17732","","1"
Pi 3,"pi3b (Pi3 spherical build)","17733","","1"
Pi 3,"pi3b (Pi3 spherical build)","17734","","1"
Pi 3,"pi3b (Pi3 spherical build)","17735","","1"
Pi 3,"pi3b (Pi3 spherical build)","17736","","1"
Pi 3,"pi3b (Pi3 spherical build)","17737","","1"
Pi 3,"pi3b (Pi3 spherical build)","17738","","1"
Pi 3,"pi3b (Pi3 spherical build)","17739","","1"
Pi 3,"pi3b (Pi3 spherical build)","17740","","1"
Pi 3,"pi3b (Pi3 spherical build)","17741","8.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17742","8.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17743","","1"
Pi 3,"pi3b (Pi3 spherical build)","17744","8.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17745","","1"
Pi 3,"pi3b (Pi3 spherical build)","17746","","1"
Pi 3,"pi3b (Pi3 spherical build)","17747","","1"
Pi 3,"pi3b (Pi3 spherical build)","17748","","1"
Pi 3,"pi3b (Pi3 spherical build)","17749","","1"
Pi 3,"pi3b (Pi3 spherical build)","17750","","1"
Pi 3,"pi3b (Pi3 spherical build)","17751","","1"
Pi 3,"pi3b (Pi3 spherical build)","17752","","1"
Pi 3,"pi3b (Pi3 spherical build)","17753","","1"
Pi 3,"pi3b (Pi3 spherical build)","17754","8.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17755","","1"
Pi 3,"pi3b (Pi3 spherical build)","17756","","1"
Pi 3,"pi3b (Pi3 spherical build)","17757","","1"
Pi 3,"pi3b (Pi3 spherical build)","17758","","1"
Pi 3,"pi3b (Pi3 spherical build)","17759","","1"
Pi 3,"pi3b (Pi3 spherical build)","17760","","1"
Pi 3,"pi3b (Pi3 spherical build)","17761","","1"
Pi 3,"pi3b (Pi3 spherical build)","17762","","1"
Pi 3,"pi3b (Pi3 spherical build)","17763","","1"
Pi 3,"pi3b (Pi3 spherical build)","17764","","1"
Pi 3,"pi3b (Pi3 spherical build)","17765","","1"
Pi 3,"pi3b (Pi3 spherical build)","17766","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17767","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17768","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17769","","1"
Pi 3,"pi3b (Pi3 spherical build)","17770","","1"
Pi 3,"pi3b (Pi3 spherical build)","17771","","1"
Pi 3,"pi3b (Pi3 spherical build)","17772","","1"
Pi 3,"pi3b (Pi3 spherical build)","17773","","1"
Pi 3,"pi3b (Pi3 spherical build)","17774","","1"
Pi 3,"pi3b (Pi3 spherical build)","17775","","1"
Pi 3,"pi3b (Pi3 spherical build)","17776","","1"
Pi 3,"pi3b (Pi3 spherical build)","17777","","1"
Pi 3,"pi3b (Pi3 spherical build)","17778","","1"
Pi 3,"pi3b (Pi3 spherical build)","17779","","1"
Pi 3,"pi3b (Pi3 spherical build)","17780","","1"
Pi 3,"pi3b (Pi3 spherical build)","17781","","1"
Pi 3,"pi3b (Pi3 spherical build)","17782","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17783","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17784","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17785","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17786","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17787","","1"
Pi 3,"pi3b (Pi3 spherical build)","17788","","1"
Pi 3,"pi3b (Pi3 spherical build)","17789","","1"
Pi 3,"pi3b (Pi3 spherical build)","17790","","1"
Pi 3,"pi3b (Pi3 spherical build)","17791","","1"
Pi 3,"pi3b (Pi3 spherical build)","17792","","1"
Pi 3,"pi3b (Pi3 spherical build)","17793","","1"
Pi 3,"pi3b (Pi3 spherical build)","17794","","1"
Pi 3,"pi3b (Pi3 spherical build)","17795","","1"
Pi 3,"pi3b (Pi3 spherical build)","17796","","1"
Pi 3,"pi3b (Pi3 spherical build)","17797","","1"
Pi 3,"pi3b (Pi3 spherical build)","17798","","1"
Pi 3,"pi3b (Pi3 spherical build)","17799","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17800","","1"
Pi 3,"pi3b (Pi3 spherical build)","17801","","1"
Pi 3,"pi3b (Pi3 spherical build)","17802","","1"
Pi 3,"pi3b (Pi3 spherical build)","17803","","1"
Pi 3,"pi3b (Pi3 spherical build)","17804","","1"
Pi 3,"pi3b (Pi3 spherical build)","17805","","1"
Pi 3,"pi3b (Pi3 spherical build)","17806","","1"
Pi 3,"pi3b (Pi3 spherical build)","17807","","1"
Pi 3,"pi3b (Pi3 spherical build)","17808","","1"
Pi 3,"pi3b (Pi3 spherical build)","17809","","1"
Pi 3,"pi3b (Pi3 spherical build)","17810","","1"
Pi 3,"pi3b (Pi3 spherical build)","17811","","1"
Pi 3,"pi3b (Pi3 spherical build)","17812","","1"
Pi 3,"pi3b (Pi3 spherical build)","17813","","1"
Pi 3,"pi3b (Pi3 spherical build)","17814","","1"
Pi 3,"pi3b (Pi3 spherical build)","17815","","1"
Pi 3,"pi3b (Pi3 spherical build)","17816","","1"
Pi 3,"pi3b (Pi3 spherical build)","17817","","1"
Pi 3,"pi3b (Pi3 spherical build)","17818","","1"
Pi 3,"pi3b (Pi3 spherical build)","17819","","1"
Pi 3,"pi3b (Pi3 spherical build)","17820","","1"
Pi 3,"pi3b (Pi3 spherical build)","17821","","1"
Pi 3,"pi3b (Pi3 spherical build)","17822","","1"
Pi 3,"pi3b (Pi3 spherical build)","17823","","1"
Pi 3,"pi3b (Pi3 spherical build)","17824","","1"
Pi 3,"pi3b (Pi3 spherical build)","17825","","1"
Pi 3,"pi3b (Pi3 spherical build)","17826","","1"
Pi 3,"pi3b (Pi3 spherical build)","17827","","1"
Pi 3,"pi3b (Pi3 spherical build)","17828","","1"
Pi 3,"pi3b (Pi3 spherical build)","17829","","1"
Pi 3,"pi3b (Pi3 spherical build)","17830","","1"
Pi 3,"pi3b (Pi3 spherical build)","17831","","1"
Pi 3,"pi3b (Pi3 spherical build)","17832","","1"
Pi 3,"pi3b (Pi3 spherical build)","17833","","1"
Pi 3,"pi3b (Pi3 spherical build)","17834","","1"
Pi 3,"pi3b (Pi3 spherical build)","17835","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17836","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17837","","1"
Pi 3,"pi3b (Pi3 spherical build)","17838","","1"
Pi 3,"pi3b (Pi3 spherical build)","17839","","1"
Pi 3,"pi3b (Pi3 spherical build)","17840","","1"
Pi 3,"pi3b (Pi3 spherical build)","17841","","1"
Pi 3,"pi3b (Pi3 spherical build)","17842","","1"
Pi 3,"pi3b (Pi3 spherical build)","17843","","1"
Pi 3,"pi3b (Pi3 spherical build)","17844","","1"
Pi 3,"pi3b (Pi3 spherical build)","17845","","1"
Pi 3,"pi3b (Pi3 spherical build)","17846","","1"
Pi 3,"pi3b (Pi3 spherical build)","17847","","1"
Pi 3,"pi3b (Pi3 spherical build)","17848","","1"
Pi 3,"pi3b (Pi3 spherical build)","17849","","1"
Pi 3,"pi3b (Pi3 spherical build)","17850","","1"
Pi 3,"pi3b (Pi3 spherical build)","17851","","1"
Pi 3,"pi3b (Pi3 spherical build)","17852","","1"
Pi 3,"pi3b (Pi3 spherical build)","17853","","1"
Pi 3,"pi3b (Pi3 spherical build)","17854","","1"
Pi 3,"pi3b (Pi3 spherical build)","17855","","1"
Pi 3,"pi3b (Pi3 spherical build)","17856","","1"
Pi 3,"pi3b (Pi3 spherical build)","17857","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17858","","1"
Pi 3,"pi3b (Pi3 spherical build)","17859","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17860","","1"
Pi 3,"pi3b (Pi3 spherical build)","17861","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17862","","1"
Pi 3,"pi3b (Pi3 spherical build)","17863","","1"
Pi 3,"pi3b (Pi3 spherical build)","17864","","1"
Pi 3,"pi3b (Pi3 spherical build)","17865","","1"
Pi 3,"pi3b (Pi3 spherical build)","17866","","1"
Pi 3,"pi3b (Pi3 spherical build)","17867","","1"
Pi 3,"pi3b (Pi3 spherical build)","17868","","1"
Pi 3,"pi3b (Pi3 spherical build)","17869","","1"
Pi 3,"pi3b (Pi3 spherical build)","17870","","1"
Pi 3,"pi3b (Pi3 spherical build)","17871","","1"
Pi 3,"pi3b (Pi3 spherical build)","17872","","1"
Pi 3,"pi3b (Pi3 spherical build)","17873","","1"
Pi 3,"pi3b (Pi3 spherical build)","17874","","1"
Pi 3,"pi3b (Pi3 spherical build)","17875","","1"
Pi 3,"pi3b (Pi3 spherical build)","17876","","1"
Pi 3,"pi3b (Pi3 spherical build)","17877","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17878","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17879","","1"
Pi 3,"pi3b (Pi3 spherical build)","17880","","1"
Pi 3,"pi3b (Pi3 spherical build)","17881","","1"
Pi 3,"pi3b (Pi3 spherical build)","17882","","1"
Pi 3,"pi3b (Pi3 spherical build)","17883","","1"
Pi 3,"pi3b (Pi3 spherical build)","17884","","1"
Pi 3,"pi3b (Pi3 spherical build)","17885","","1"
Pi 3,"pi3b (Pi3 spherical build)","17886","","1"
Pi 3,"pi3b (Pi3 spherical build)","17887","","1"
Pi 3,"pi3b (Pi3 spherical build)","17888","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17889","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17890","","1"
Pi 3,"pi3b (Pi3 spherical build)","17891","","1"
Pi 3,"pi3b (Pi3 spherical build)","17892","","1"
Pi 3,"pi3b (Pi3 spherical build)","17893","","1"
Pi 3,"pi3b (Pi3 spherical build)","17894","","1"
Pi 3,"pi3b (Pi3 spherical build)","17895","","1"
Pi 3,"pi3b (Pi3 spherical build)","17896","","1"
Pi 3,"pi3b (Pi3 spherical build)","17897","","1"
Pi 3,"pi3b (Pi3 spherical build)","17898","","1"
Pi 3,"pi3b (Pi3 spherical build)","17899","","1"
Pi 3,"pi3b (Pi3 spherical build)","17900","","1"
Pi 3,"pi3b (Pi3 spherical build)","17901","","1"
Pi 3,"pi3b (Pi3 spherical build)","17902","","1"
Pi 3,"pi3b (Pi3 spherical build)","17903","","1"
Pi 3,"pi3b (Pi3 spherical build)","17904","","1"
Pi 3,"pi3b (Pi3 spherical build)","17905","","1"
Pi 3,"pi3b (Pi3 spherical build)","17906","5.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17907","","1"
Pi 3,"pi3b (Pi3 spherical build)","17908","","1"
Pi 3,"pi3b (Pi3 spherical build)","17909","5.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17910","5.0","1"
Pi 3,"pi3b (Pi3 spherical build)","17911","","1"
Pi 3,"pi3b (Pi3 spherical build)","17912","","1"
Pi 3,"pi3b (Pi3 spherical build)","17913","","1"
Pi 3,"pi3b (Pi3 spherical build)","17914","","1"
Pi 3,"pi3b (Pi3 spherical build)","17915","","1"
Pi 3,"pi3b (Pi3 spherical build)","17916","","1"
Pi 3,"pi3b (Pi3 spherical build)","17917","","1"
Pi 3,"pi3b (Pi3 spherical build)","17918","","1"
Pi 3,"pi3b (Pi3 spherical build)","17919","","1"
Pi 3,"pi3b (Pi3 spherical build)","17920","","1"
Pi 3,"pi3b (Pi3 spherical build)","17921","","1"
Pi 3,"pi3b (Pi3 spherical build)","17922","","1"
Pi 3,"pi3b (Pi3 spherical build)","17923","","1"
Pi 3,"pi3b (Pi3 spherical build)","17924","","1"
Pi 3,"pi3b (Pi3 spherical build)","17925","","1"
Pi 3,"pi3b (Pi3 spherical build)","17926","","1"
Pi 3,"pi3b (Pi3 spherical build)","17927","","1"
Pi 3,"pi3b (Pi3 spherical build)","17928","","1"
Pi 3,"pi3b (Pi3 spherical build)","17929","","1"
Pi 3,"pi3b (Pi3 spherical build)","17930","","1"
Pi 3,"pi3b (Pi3 spherical build)","17931","","1"
Pi 3,"pi3b (Pi3 spherical build)","17932","","1"
Pi 3,"pi3b (Pi3 spherical build)","17933","","1"
Pi 3,"pi3b (Pi3 spherical build)","17934","","1"
Pi 3,"pi3b (Pi3 spherical build)","17935","","1"
Pi 3,"pi3b (Pi3 spherical build)","17936","","1"
Pi 3,"pi3b (Pi3 spherical build)","17937","","1"
Pi 3,"pi3b (Pi3 spherical build)","17938","","1"
Pi 3,"pi3b (Pi3 spherical build)","17939","","1"
Pi 3,"pi3b (Pi3 spherical build)","17940","","1"
Pi 3,"pi3b (Pi3 spherical build)","17941","","1"
Pi 3,"pi3b (Pi3 spherical build)","17942","","1"
Pi 3,"pi3b (Pi3 spherical build)","17943","","1"
Pi 3,"pi3b (Pi3 spherical build)","17944","","1"
Pi 3,"pi3b (Pi3 spherical build)","17945","","1"
Pi 3,"pi3b (Pi3 spherical build)","17946","","1"
Pi 3,"pi3b (Pi3 spherical build)","17947","","1"
Pi 3,"pi3b (Pi3 spherical build)","17948","","1"
Pi 3,"pi3b (Pi3 spherical build)","17949","","1"
Pi 3,"pi3b (Pi3 spherical build)","17950","","1"
Pi 3,"pi3b (Pi3 spherical build)","17951","","1"
Pi 3,"pi3b (Pi3 spherical build)","17952","","1"
Pi 3,"pi3b (Pi3 spherical build)","17953","","1"
Pi 3,"pi3b (Pi3 spherical build)","17954","","1"
Pi 3,"pi3b (Pi3 spherical build)","17955","","1"
Pi 3,"pi3b (Pi3 spherical build)","17956","","1"
Pi 3,"pi3b (Pi3 spherical build)","17957","","1"
Pi 3,"pi3b (Pi3 spherical build)","17958","","1"
Pi 3,"pi3b (Pi3 spherical build)","17959","","1"
Pi 3,"pi3b (Pi3 spherical build)","17960","","1"
Pi 3,"pi3b (Pi3 spherical build)","17961","","1"
Pi 3,"pi3b (Pi3 spherical build)","17962","","1"
Pi 3,"pi3b (Pi3 spherical build)","17963","","1"
Pi 3,"pi3b (Pi3 spherical build)","17964","","1"
Pi 3,"pi3b (Pi3 spherical build)","17965","","1"
Pi 3,"pi3b (Pi3 spherical build)","17966","","1"
Pi 3,"pi3b (Pi3 spherical build)","17967","","1"
Pi 3,"pi3b (Pi3 spherical build)","17968","","1"
Pi 3,"pi3b (Pi3 spherical build)","17969","","1"
Pi 3,"pi3b (Pi3 spherical build)","17970","","1"
Pi 3,"pi3b (Pi3 spherical build)","17971","","1"
Pi 3,"pi3b (Pi3 spherical build)","17972","","1"
Pi 3,"pi3b (Pi3 spherical build)","17973","","1"
Pi 3,"pi3b (Pi3 spherical build)","17974","","1"
Pi 3,"pi3b (Pi3 spherical build)","17975","","1"
Pi 3,"pi3b (Pi3 spherical build)","17976","","1"
Pi 3,"pi3b (Pi3 spherical build)","17977","","1"
Pi 3,"pi3b (Pi3 spherical build)","17978","","1"
Pi 3,"pi3b (Pi3 spherical build)","17979","","1"
Pi 3,"pi3b (Pi3 spherical build)","17980","","1"
Pi 3,"pi3b (Pi3 spherical build)","17981","","1"
Pi 3,"pi3b (Pi3 spherical build)","17982","","1"
Pi 3,"pi3b (Pi3 spherical build)","17983","","1"
Pi 3,"pi3b (Pi3 spherical build)","17984","","1"
Pi 3,"pi3b (Pi3 spherical build)","17985","","1"
Pi 3,"pi3b (Pi3 spherical build)","17986","","1"
Pi 3,"pi3b (Pi3 spherical build)","17987","","1"
Pi 3,"pi3b (Pi3 spherical build)","17988","","1"
Pi 3,"pi3b (Pi3 spherical build)","17989","","1"
Pi 3,"pi3b (Pi3 spherical build)","17990","","1"
Pi 3,"pi3b (Pi3 spherical build)","17991","","1"
Pi 3,"pi3b (Pi3 spherical build)","17992","","1"
Pi 3,"pi3b (Pi3 spherical build)","17993","","1"
Pi 3,"pi3b (Pi3 spherical build)","17994","","1"
Pi 3,"pi3b (Pi3 spherical build)","17995","","1"
Pi 3,"pi3b (Pi3 spherical build)","17996","","1"
Pi 3,"pi3b (Pi3 spherical build)","17997","","1"
Pi 3,"pi3b (Pi3 spherical build)","17998","","1"
Pi 3,"pi3b (Pi3 spherical build)","17999","","1"
Pi 3,"pi3b (Pi3 spherical build)","18000","","1"
Pi 3,"pi3b (Pi3 spherical build)","18001","","1"
Pi 3,"pi3b (Pi3 spherical build)","18002","","1"
Pi 3,"pi3b (Pi3 spherical build)","18003","","1"
Pi 3,"pi3b (Pi3 spherical build)","18004","","1"
Pi 3,"pi3b (Pi3 spherical build)","18005","","1"
Pi 3,"pi3b (Pi3 spherical build)","18006","","1"
Pi 3,"pi3b (Pi3 spherical build)","18007","","1"
Pi 3,"pi3b (Pi3 spherical build)","18008","","1"
Pi 3,"pi3b (Pi3 spherical build)","18009","","1"
Pi 3,"pi3b (Pi3 spherical build)","18010","","1"
Pi 3,"pi3b (Pi3 spherical build)","18011","","1"
Pi 3,"pi3b (Pi3 spherical build)","18012","","1"
Pi 3,"pi3b (Pi3 spherical build)","18013","","1"
Pi 3,"pi3b (Pi3 spherical build)","18014","","1"
Pi 3,"pi3b (Pi3 spherical build)","18015","","1"
Pi 3,"pi3b (Pi3 spherical build)","18016","","1"
Pi 3,"pi3b (Pi3 spherical build)","18017","","1"
Pi 3,"pi3b (Pi3 spherical build)","18018","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","18019","7.0","1"
Pi 3,"pi3b (Pi3 spherical build)","18020","","1"
Pi 3,"pi3b (Pi3 spherical build)","18021","","1"
Pi 3,"pi3b (Pi3 spherical build)","18022","","1"
Pi 3,"pi3b (Pi3 spherical build)","18023","","1"
Pi 3,"pi3b (Pi3 spherical build)","18024","","1"
Pi 3,"pi3b (Pi3 spherical build)","18025","","1"
Pi 3,"pi3b (Pi3 spherical build)","18026","","1"
Pi 3,"pi3b (Pi3 spherical build)","18027","","1"
Pi 3,"pi3b (Pi3 spherical build)","18028","","1"
Pi 3,"pi3b (Pi3 spherical build)","18029","","1"
Pi 3,"pi3b (Pi3 spherical build)","18030","","1"
Pi 3,"pi3b (Pi3 spherical build)","18031","","1"
Pi 3,"pi3b (Pi3 spherical build)","18032","","1"
Pi 3,"pi3b (Pi3 spherical build)","18033","","1"
Pi 3,"pi3b (Pi3 spherical build)","18034","","1"
Pi 3,"pi3b (Pi3 spherical build)","18035","","1"
Pi 3,"pi3b (Pi3 spherical build)","18036","","1"
Pi 3,"pi3b (Pi3 spherical build)","18037","","1"
Pi 3,"pi3b (Pi3 spherical build)","18038","","1"
Pi 3,"pi3b (Pi3 spherical build)","18039","","1"
Pi 3,"pi3b (Pi3 spherical build)","18040","","1"
Pi 3,"pi3b (Pi3 spherical build)","18041","","1"
Pi 3,"pi3b (Pi3 spherical build)","18042","","1"
Pi 3,"pi3b (Pi3 spherical build)","18043","","1"
Pi 3,"pi3b (Pi3 spherical build)","18044","","1"
Pi 3,"pi3b (Pi3 spherical build)","18045","","1"
Pi 3,"pi3b (Pi3 spherical build)","18046","","1"
Pi 3,"pi3b (Pi3 spherical build)","18047","","1"
Pi 3,"pi3b (Pi3 spherical build)","18048","","1"
Pi 3,"pi3b (Pi3 spherical build)","18049","","1"
Pi 3,"pi3b (Pi3 spherical build)","18050","","1"
Pi 3,"pi3b (Pi3 spherical build)","18051","","1"
Pi 3,"pi3b (Pi3 spherical build)","18052","","1"
Pi 3,"pi3b (Pi3 spherical build)","18053","","1"
Pi 3,"pi3b (Pi3 spherical build)","18054","","1"
Pi 3,"pi3b (Pi3 spherical build)","18055","","1"
Pi 3,"pi3b (Pi3 spherical build)","18056","","1"
Pi 3,"pi3b (Pi3 spherical build)","18057","","1"
Pi 3,"pi3b (Pi3 spherical build)","18058","","1"
Pi 3,"pi3b (Pi3 spherical build)","18059","","1"
Pi 3,"pi3b (Pi3 spherical build)","18060","","1"
Pi 3,"pi3b (Pi3 spherical build)","18061","","1"
Pi 3,"pi3b (Pi3 spherical build)","18062","","1"
Pi 3,"pi3b (Pi3 spherical build)","18063","","1"
Pi 3,"pi3b (Pi3 spherical build)","18064","","1"
Pi 3,"pi3b (Pi3 spherical build)","18065","","1"
Pi 3,"pi3b (Pi3 spherical build)","18066","","1"
Pi 3,"pi3b (Pi3 spherical build)","18067","","1"
Pi 3,"pi3b (Pi3 spherical build)","18068","","1"
Pi 3,"pi3b (Pi3 spherical build)","18069","","1"
Pi 3,"pi3b (Pi3 spherical build)","18070","","1"
Pi 3,"pi3b (Pi3 spherical build)","18071","","1"
Pi 3,"pi3b (Pi3 spherical build)","18072","","1"
Pi 3,"pi3b (Pi3 spherical build)","18073","","1"
Pi 3,"pi3b (Pi3 spherical build)","18074","","1"
Pi 3,"pi3b (Pi3 spherical build)","18075","","1"
Pi 3,"pi3b (Pi3 spherical build)","18076","","1"
Pi 3,"pi3b (Pi3 spherical build)","18077","","1"
Pi 3,"pi3b (Pi3 spherical build)","18078","","1"
Pi 3,"pi3b (Pi3 spherical build)","18079","","1"
Pi 3,"pi3b (Pi3 spherical build)","18080","","1"
Pi 3,"pi3b (Pi3 spherical build)","18081","","1"
Pi 3,"pi3b (Pi3 spherical build)","18082","","1"
Pi 3,"pi3b (Pi3 spherical build)","18083","","1"
Pi 3,"pi3b (Pi3 spherical build)","18084","","1"
Pi 3,"pi3b (Pi3 spherical build)","18085","","1"
Pi 3,"pi3b (Pi3 spherical build)","18086","","1"
Pi 3,"pi3b (Pi3 spherical build)","18087","","1"
Pi 3,"pi3b (Pi3 spherical build)","18088","","1"
Pi 3,"pi3b (Pi3 spherical build)","18089","","1"
Pi 3,"pi3b (Pi3 spherical build)","18090","","1"
Pi 3,"pi3b (Pi3 spherical build)","18091","","1"
Pi 3,"pi3b (Pi3 spherical build)","18092","","1"
Pi 3,"pi3b (Pi3 spherical build)","18093","","1"
Pi 3,"pi3b (Pi3 spherical build)","18094","","1"
Pi 3,"pi3b (Pi3 spherical build)","18095","","1"
Pi 3,"pi3b (Pi3 spherical build)","18096","","1"
Pi 3,"pi3b (Pi3 spherical build)","18097","","1"
Pi 3,"pi3b (Pi3 spherical build)","18098","","1"
Pi 3,"pi3b (Pi3 spherical build)","18099","","1"
Pi 3,"pi3b (Pi3 spherical build)","18100","","1"
Pi 3,"pi3b (Pi3 spherical build)","18101","","1"
Pi 3,"pi3b (Pi3 spherical build)","18102","","1"
Pi 3,"pi3b (Pi3 spherical build)","18103","","1"
Pi 3,"pi3b (Pi3 spherical build)","18104","","1"
Pi 3,"pi3b (Pi3 spherical build)","18105","","1"
Pi 3,"pi3b (Pi3 spherical build)","18106","","1"
Pi 3,"pi3b (Pi3 spherical build)","18107","","1"
Pi 3,"pi3b (Pi3 spherical build)","18108","","1"
Pi 3,"pi3b (Pi3 spherical build)","18109","","1"
Pi 3,"pi3b (Pi3 spherical build)","18110","","1"
Pi 3,"pi3b (Pi3 spherical build)","18111","","1"
Pi 3,"pi3b (Pi3 spherical build)","18112","","1"
Pi 3,"pi3b (Pi3 spherical build)","18113","","1"
Pi 3,"pi3b (Pi3 spherical build)","18114","","1"
Pi 3,"pi3b (Pi3 spherical build)","18115","","1"
Pi 3,"pi3b (Pi3 spherical build)","18116","","1"
Pi 3,"pi3b (Pi3 spherical build)","18117","","1"
Pi 3,"pi3b (Pi3 spherical build)","18118","","1"
Pi 3,"pi3b (Pi3 spherical build)","18119","","1"
Pi 3,"pi3b (Pi3 spherical build)","18120","","1"
